"OBJECTID,N,10,0","NAME,C,50","CLASS,C,4","NPU1,C,4","DISTRICT,C,8","ADDRESS,C,50","GIS_AC,N,19,11","ZIP,C,5","X_TRLPAV,N,4,0","X_TRLNPAV,N,4,0","PAVILIONS,N,11,0","PLAYGROUND,N,12,0","PIC_SHEL,N,9,0","GAZEBO,N,9,0","PICNICTABL,N,9,0","PARKGRILL1,N,12,0","RESTROOMS,C,11","PV_PRKSPAC,C,14","BALLFIELDS,N,9,0","SOCCER,C,13","TENNIS,N,9,0","TRL_NUM,C,9","TRL_LEN,C,9","BBALL,N,9,0","VOLLEYBALL,N,9,0","POOL,C,9","GYM,C,9","RECCEN,N,18,0","COVBB,N,4,0","DOGPARK,N,4,0","TRACK,N,4,0","NAT,N,4,0","GOLF,N,4,0","AREA_FIN,N,19,3","RECCTRNM,C,254","SHAPE_AREA,N,19,11"
1,Chattahoochee Trail,CN,D,9,Jackson Pkwy NW,51.69100000000,30318,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,49.187,,2257922.09278000000
2,Southside Park,R,Z,12,3460 Jonesboro Rd. SE,211.00000000000,30354,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,1,0,0,0,0,0,211.440,,9183217.48458000000
3,Herbert Taylor Park,N,F,6,1795 Johnson Rd. NE,28.36598019930,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,26.000,,1139479.98805000000
4,Daniel Johnson Nature Preserve,NP,F,6,Beech Valley Rd NE,7.29499240884,30306,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.25,0,0,,0,0,0,0,0,0,0,8.000,,352511.75706000000
5,Lakewood Fairgrounds & HiFi Buys Amphitheater,SF,Y,12,"2002 LAKEWOOD WAY
",113.29803072200,30315,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,113.298,,4931159.21395000000
6,J. Allen Couch Park,N,E,2,"Hemphill Ave./Ferst St./6th St.
",6.40935953866,30318,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,6.409,,278963.34837000000
7,John C. Burdine Center,CC,Z,12,215 Lakewood Way SW,4.27232876368,30315,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,4.272,,185948.55966000000
8,Stephanie Drive Park,G,P,11,Fairburn Rd./Stephanie Dr. SW,0.37316387521,30331,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.373,,16243.86918000000
9,Inman Park Trolley Barn,SF,N,2,"963 Edgewood Ave NE
",0.74246154780,30307,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.742,,32313.32902000000
10,Green Leaf Circle,G,T,4,Next to 202 Napolean Dr.SW (off Westview Dr.),0.99024335340,30310,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.990,,43100.99074000000
11,Benton Place Garden,G,A,8,Benton Place at Rilman Dr. NW,0.03548842125,30327,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.035,,1544.64797000000
12,Boulevard-Angier Park,G,M,2,Blvd/Angier Ave. NE,0.18045642686,30312,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.180,,7853.95854000000
13,Charles Allen Median,G,E,6,Charles Allen Dr. NE,0.32462447034,30308,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.325,,14128.55728000000
14,Mayor's #1 Park,G,M,2,Peachtree St./Ralph McGill Blvd. NE,0.22173888544,30308,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.222,,9650.83481000000
15,Folk Art (Courtland) Park,G,M,2,both sides of Courtland St. at Ralph McGill Ave.,0.49536644030,30308,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.495,,21560.02764000000
16,Folk Art (Piedmont) Park,G,M,2,both sides of Courtland St. at Ralph McGill Ave.,0.30356676380,30308,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.495,,13212.24823000000
17,Glenwood Triangle,G,O,5,Wilkinson Dr./Glenwood Ave./I-20,0.05083203240,30317,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.051,,2212.22703000000
18,Larchmont Circle,G,I,10,Larchmont Dr./Larchmont Cir. NW,0.02392330379,30318,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.024,,1041.35143000000
19,Marietta Street Island,G,M,2,Marietta St./Broad St./Fairlie St. NW,0.17263536811,30303,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.173,,7513.76455000000
20,Oak Knoll I Park,G,Y,1,Oak Knoll Cir./Oaknoll Terr. SE,1.07063691788,30315,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,1.071,,46597.25813000000
21,Oak Knoll II Park,G,Y,1,"Oak Knoll Cir. SE, near the end",0.55925932410,30315,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.559,,24340.64743000000
22,Oakview I Park,G,O,5,Oakview Rd./Douglas St. SE,0.45205060625,30317,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.452,,19673.18819000000
23,Oakview II Park,G,O,5,Oakview Rd./Second Ave. SE,0.60980260316,30030,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.610,,26538.38478000000
24,Parkway-Wabash Park,B,M,2,391 Parkway Dr. NE (at Wabash Ave.),0.60017922020,30312,0,0,0,1,0,0,0,0,0,0,0,,0,,,1,0,,0,0,0,0,0,0,0,0.600,,26121.47565000000
25,Parkway-Merritts Park,B,M,2,Parkway Dr. @ Merritts Ave. NE,0.67478277855,30308,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,,0,0,0,0,0,0,0,0.675,,29368.42135000000
26,Ralph David Abernathy Plaza,G,V,4,R.D. Abernathy at Formwalt St.,0.32589266121,30312,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.326,,14184.16032000000
27,Ralph David Abernathy Median,G,V,4,,0.28906523941,30312,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.289,,12581.32896000000
28,Spring Valley Jewish Corner,G,F,6,Spring Valley Ln. at University Dr. NE,0.06909665508,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.069,,3007.18984000000
29,Tanyard Creek Urban Forest,NP,E,8,"1997 WALTHALL DRIVE
",6.28649604028,30309,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,6.286,,273615.28638000000
30,Helen Drive Park,G,F,6,dead end of Helen Dr./Kay Lane NE,0.02058420180,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.021,,895.84346000000
31,Edgewater Circle,G,I,11,End of (2440) Edgewater Dr. SW,0.03254420894,30311,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.033,,1416.56933000000
32,Cativo Circle,G,I,10,700 block (dead end) Cativo Dr. SW,0.03052759511,30311,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.031,,1328.80925000000
33,Cativo and Dogwood Beauty Spot,G,I,10,Cativo Dr./Dogwood Ct.,0.02456751537,30311,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.025,,1069.36803000000
34,Carver Circle,G,J,3,off Tiger Flowers Dr. NW,0.01729899124,30314,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.017,,752.97497000000
35,Mayson Ravine,CN,B,7,E. Club Ln at Davidson Ave,3.19996640160,30319,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,2.700,,139268.87629000000
36,Holderness/Lucile Park,G,T,4,471 Holderness Ave. SW (at Lucile Ave.),0.17468226907,30310,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.175,,7603.16611000000
37,Emma Lane,CN,B,7,Emma Lane,6.31357145423,30342,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,8.800,,274786.42337000000
38,Greenbriar,CN,R,11,SE side of Greenbriar Pkwy,6.88798335743,30331,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,7.049,,299828.13294000000
39,Cumberlander,CN,I,10,Ivan Hill Circle,8.51293095067,30311,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,8.665,,370557.29786000000
40,Falling Water,CN,R,11,Panther Trail,25.80041766750,30311,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,25.840,,1123065.31294000000
41,Lionel Hampton,NP,I,10,Willis Mill Rd,49.38402369560,30311,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,48.440,,2149573.13538000000
42,Swann Preserve,NP,"Y, Z",12,Bromack Dr,33.89339842280,30315,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,34.280,,2197322.75748000000
43,Herbert Greene,NP,H,10,Boulder Park Drive,61.19633308270,30331,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,56.440,,2663939.78544000000
44,Vine City Park,B,L,3,Walnut St. NW,0.89095867633,30314,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,1.087,,60671.18058000000
45,Summerhill Triangle,G,V,5,Fulton St/Sydney St,0.55593566811,30312,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.265,,24196.12939000000
46,Kirkwood Greenway,CN,O,5,Dixie St/Rogers St/Bixby St,6.32000000000,30317,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,6.500,,276399.47539000000
47,Adamsville Park (Old),SF,H,10,3404 Delmar Lane SW,0.81816591804,30331,0,0,0,0,1,0,0,0,0,0,0,,0,,,0,0,,1,0,0,0,0,1,0,1.430,,62407.34035000000
48,Harwell Heights Park,C,I,10,3114 Collier Dr. NW,24.44272044630,30318,0,0,0,1,0,2,0,0,0,0,1,,3,,,1,0,,0,0,0,0,0,0,0,23.400,,1063966.71853000000
49,Anderson Park,C,J,3,98 Anderson Ave. NW,55.77453143940,30314,1,0,1,1,3,0,6,1,0,0,2,,3,1,0.25,0,0,1,1,1,0,0,0,0,0,56.700,Anerson Park,2427696.79683000000
50,Perkerson Park,C,X,12,770 Deckner Ave. SW,48.64460919320,30310,0,0,1,1,0,0,0,0,1,40,3,,6,,,2,0,,0,1,0,0,0,0,0,49.900,Perkerson,2117247.09712000000
51,Grant Park,R,W,1,840 Cherokee Ave. SE (at Sydney St./ Boulevard),130.63102068200,30312,0,0,2,2,4,1,42,5,1,500,2,1,4,,,1,0,1,1,1,0,0,0,0,0,131.500,Grant,5685400.68352000000
52,Thomasville Park,C,Z,1,1835 Henry Thomas Drive SE,18.63259919370,30315,0,0,0,1,1,0,0,1,0,0,1,,1,,,1,0,1,1,1,0,0,0,0,0,44.090,Thomasville,810926.87529000000
53,Washington Park,C,K,3,"102 Ollie St. NW, at Lena St.",19.93582450790,30314,1,0,1,1,2,0,1,1,1,0,2,,8,1,0.25,0,0,,0,1,0,0,0,1,0,20.430,,867714.60203000000
54,Piedmont Park,R,E,6,"400 Park Dr. NE
",171.09398455500,,4,0,2,2,0,1,0,0,3,80,4,2,12,4,4.49,0,0,1,0,0,0,1,0,0,0,185.000,,7446501.02010000000
55,Candler Park,C,N,6,1500 McLendon Ave. NE,51.24011316020,30307,1,0,0,1,0,0,0,0,,0,1,1,4,,,1,0,1,0,0,0,0,0,0,1,55.300,,2230016.57737000000
56,Bessie Branham Park,C,O,5,2051 Delano Dr. at Norwood Ave. SE,6.71758217465,30317,0,0,0,1,0,0,3,0,0,0,1,,2,,,1,0,,0,1,0,0,0,0,0,6.580,Bessie Branham,292349.68458000000
57,Deerwood Park,N,P,11,"Alexandria Dr./Tampa Trail, SW",17.16623096020,30331,0,0,0,1,2,0,0,2,0,0,1,,2,,,1,0,,0,0,0,0,0,0,0,17.400,,747244.79609000000
58,Beecher Triangle,G,I,11,Beecher Cir./Beecher Rd. SW,0.01661567922,30311,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.017,,723.23291000000
59,Sandpiper Circle,G,I,11,2853 (end of) Sandpiper Circle SW,0.06238094069,30311,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.062,,2715.35084000000
60,West Manor Park,C,I,10,3240 W. Manor Cir. SW at Benjamin E. Mays Dr.,10.46014930290,30311,0,0,0,1,0,0,0,0,0,0,1,,2,,,0,0,,0,1,0,0,0,0,0,11.200,Anthony Flanagan,455318.95794000000
61,Veltre Circle,G,I,11,2718 (end of) Veltre Place SW,0.17782368128,30311,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.178,,7740.34303000000
62,Sandtown Triangle,G,R,11,Cascade Rd./Sandtown Ave. SW,0.13930588275,30311,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.139,,6063.56843000000
63,Pollard and Albany Beauty Spot,G,R,11,"1468 POLLARD DRIVE
",0.09365989942,30311,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.094,,4076.74666000000
64,Stone Hogan Park,N,R,11,Stone Hogan Rd./St Hogan Conn. SW,10.81079415270,30331,0,0,2,1,0,0,0,2,0,0,0,,0,,,1,0,,0,0,0,0,0,0,0,10.500,,470584.13523000000
65,Fountainebleau Beauty Spot,G,R,11,Hogan Rd./Fontainebleau SW,0.04478571666,30331,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.045,,1949.46488000000
66,Rawson-Washington Park,N,V,5,Connally St./Kelly St. NE,4.48813225290,30312,0,0,0,1,0,0,0,0,0,0,0,,2,,,1,0,,0,0,0,0,0,0,0,4.490,,195337.72697000000
67,Fulton-Pryor Island,G,V,4,Fulton St./Pryor St. SE,0.11969573842,30312,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.120,,5209.61797000000
68,Adair Park I,N,V,4,742 Catherine St. SW,6.27109063281,30310,0,0,0,1,0,0,0,0,0,0,1,,0,,,1,0,,0,0,0,0,0,0,0,6.390,,272947.56990000000
69,Bonnie Brae Park,B,V,4,Tift Ave at Bonnie Brae Ave. SE,0.19046235122,30310,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.190,,8289.80578000000
70,Rose Circle Triangle,G,T,4,Rose Circle at Lee Street SW,0.20510599475,30310,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.205,,8927.22309000000
71,Adair Park II,N,V,4,866 Murphy Ave. SW,10.57246885990,30310,0,0,0,1,5,0,0,2,0,0,1,,2,,,1,0,,0,0,1,0,0,0,0,10.600,,460164.48407000000
72,Manigault Street Playlot,B,N,5,1000 Manigault St. SE,0.21683244765,30316,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.217,,9436.94001000000
73,Springvale Park,N,N,2,Euclid Ave. at Waverly Way NE,4.27623823253,30307,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,4.600,,186110.36226000000
74,Inman Park,G,N,2,Euclid Ave./Edgewood Ave. NE,0.27871559414,30307,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.279,,12130.22935000000
75,Delta Park,G,N,2,"Edgewood Ave./Delta Place, NE",0.22277500543,30307,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.223,,9695.62818000000
76,Bass Recreation Center,SF,N,2,326 Moreland Ave. NE,1.05405375235,30307,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,1,0,0,0,0,0,1.000,,45874.07765000000
77,Findley Plaza,B,N,2,Euclid Ave/Moreland Ave. NE,0.11340310693,30307,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.113,,4935.49873000000
78,Iverson Park,N,N,6,"1429 Iverson St. NE, near Candler MARTA",2.00488518784,30307,0,0,0,1,2,0,0,0,0,0,1,1,0,,,0,0,,0,0,0,0,0,0,0,2.005,,87254.72561000000
79,Lake Claire Park,N,N,5,430 Lakeshore Dr. near McLendon Ave. NE,4.27070691071,30307,0,0,0,1,1,0,1,0,0,0,1,,1,,,0,0,,0,0,0,0,0,0,0,5.400,,213701.15211000000
80,Goldsboro Park,N,N,6,1368 Euclid Ave. NE at Goldsboro Rd.,2.52502625406,30307,0,0,0,0,0,0,0,0,0,0,0,,2,,,1,0,,0,0,0,0,0,0,0,2.500,,109892.24550000000
81,Springdale Park,N,N,6,1247 Ponce de Leon Ave. NE (at Springdale Rd.),5.24635394169,30306,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,5.246,,228328.68777000000
82,Virgilee Park,N,N,6,1324 Ponce de Leon Ave. NE (at Oakdale Rd.),3.49942369171,30306,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,0,0,0,0,0,0,3.499,,152299.32815000000
83,Shadyside Park,N,N,6,1635 Ponce de Leon Ave. NE (Clifton Rd. to Fairvie,4.07492505467,30307,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,0,0,0,0,0,0,4.075,,177343.93629000000
84,Dellwood Park,N,N,6,Ponce de Leon Ave. NE (Clifton Rd. to Lakeshore Dr,1.35560501665,30307,0,1,0,0,0,0,0,0,0,0,0,,0,1,,0,0,,0,0,0,0,0,0,0,1.356,,58996.79691000000
85,Freedom Park,R,N,2,Moreland Ave at North Ave NE,123.83916963100,30307,1,0,0,1,0,0,0,0,,,0,,0,1,3.5,0,0,,,0,0,0,0,0,0,188.589,,5455849.61162000000
86,Peachtree Battle Parkway,G,C,8,Peachtree Battle Av. NW/Ptree-Dellwood Dr.,4.21522150480,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,4.215,,183463.10135000000
88,Sibley Park,CN,B,8,W. Wesley Rd. at Habersham Rd. NW,6.86566388453,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,1.600,,371332.83751000000
89,E. Pine Valley and W. Pine Valley Park,G,C,8,E. Pine Valley Rd. at W Pine Valley Rd. NW,0.03579793071,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.036,,1558.07390000000
90,Ardmore Park,B,E,8,Ardmore Rd. off Collier Rd. NW,1.67788880581,30309,0,0,0,1,0,0,2,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,1.740,,73028.79856000000
91,Spring Valley Park,CN,C,8,Spring Valley Rd. at Meredith Dr. NW,3.55073542838,30318,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,3.551,,154544.38766000000
92,Springlake Park,CN,C,8,Northside Dr./Norfleet Rd./Springlake Dr. NW,5.30848085665,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,5.200,,231050.40119000000
93,Ellsworth Park,B,C,8,Howell Mill Rd. at Collier Rd. NW,1.27193201928,30318,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,1.272,,55360.72477000000
94,Channing Valley Park,B,C,8,Channing Dr. at Sunbury Pl. NW,0.58190689809,30318,0,0,0,1,0,0,2,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.582,,25327.31063000000
95,McKinley-Wilson Circle,G,C,8,McKinley Rd./Wilson Rd. NW,0.05449395646,30318,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.054,,2371.83389000000
96,Howell Mill at Glenbrook Park,G,C,8,Howell Mill Rd./Glenbrook Dr. NW,0.01863514479,30318,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.019,,811.09578000000
97,Castlewood Triangle,G,C,8,Castlewood Dr. NW at Edinboro Rd.,0.40887180570,30327,0,0,0,0,0,0,1,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.409,,17796.03321000000
98,Mornington Circle,G,C,8,End of Mornington Dr. NW,0.15646663376,30327,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.156,,6810.17918000000
99,Moores Mill-Northside Pkwy Triangle,G,C,8,Moores Mill Rd./N'side Pkwy. NW,0.03497278639,30327,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.035,,1522.20168000000
158,Peachtree Hills Park,C,B,7,308 Peachtree Hills Ave. NE,7.51480215261,30305,0,0,0,1,1,0,0,0,0,0,1,,3,,,0,0,,1,1,0,0,0,0,0,7.200,Peachtree Hills,327067.36973000000
159,Alexander Park,CN,B,7,E. Wesley Rd. at Alexander Dr. NW,10.95496247670,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,11.600,,476793.56846000000
160,Birchwood-Arlene Triangle,G,B,7,"Birchwood Dr./Arlene Way, NE",0.04565597424,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.046,,1987.07989000000
161,Sunnybrook Park,N,B,7,Pinetree Dr. at Brentwood Dr. NE,2.20618289674,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,2.400,,96019.88170000000
163,Pharr Circle Park,G,B,8,End of N. Pharr Ct. NW,0.28065958096,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.281,,12215.31089000000
164,Rumson Road Circle,G,B,7,Rumson Rd./Rumson Way NE,0.03224847422,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.032,,1403.56395000000
165,Virginia Highland Triangle,G,F,6,Virginia Av./N. Highland Ave. NE,0.05368539982,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.054,,2336.49013000000
166,Todd Street Triangle,G,F,6,Todd Rd. at Adair Ave. NE,0.02404328817,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.024,,1046.40217000000
167,Sunken Garden Park,B,F,6,1000 E. Rock Springs Rd. NE,0.92122669759,30306,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.921,,40093.54791000000
168,Lenox-Wildwood Park,N,F,6,1760 Lenox Rd. NE,8.46565488123,30306,0,0,0,1,0,0,0,0,0,0,0,,2,,,0,0,,0,0,0,0,0,0,0,8.466,,368440.61023000000
169,Lenox and Johnson Road Park,G,F,6,Lenox Rd. at Johnson Rd. NE,0.04752927572,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.048,,2068.54851000000
170,Robin Lane Park,G,F,6,End of Robin Lane NE,0.01992635926,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.020,,867.23288000000
171,Wildwood Place,G,F,6,End of Wildwood Place NE,0.04808892909,30324,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.048,,2092.94160000000
172,Wildwood Gardens Park,B,F,6,735 Wildwood Rd. NE,1.56046199321,30324,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,1.560,,67915.01602000000
173,Wilson Park Triangle,G,F,6,E. Morningside Dr./N. Rock Springs Rd. NE,0.12260777678,30324,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.123,,5336.17914000000
174,E. Rock Springs Triangle,G,F,6,E. Rock Springs Rd./N Pelham Rd. NE,0.12486180343,30324,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.125,,5434.24042000000
175,Sidney Marcus Park,N,F,6,786 Cumberland Rd. NE,2.68582130944,30306,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,2.686,,116892.95251000000
176,Smith Park,G,F,6,1571 Piedmont Ave. NE at 1547 Monroe Dr.,0.40611064302,30324,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.406,,17675.00266000000
177,Orme Park,N,F,6,795 Brookridge Dr. NE,6.25957579186,30306,0,1,0,1,0,0,2,0,0,0,0,,0,1,0.1,0,0,,0,0,0,0,0,0,0,6.600,,272430.68972000000
178,John Howell Memorial Park,N,F,6,"797, 833 & 869 Virginia Ave. NE",3.11700920477,30306,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,1,,0,0,0,0,0,0,0,2.800,,135658.92515000000
179,North Highland Terrace Park,G,F,6,N. Highland Terr. near Amsterdam Ave. NE,0.04216350983,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.042,,1835.05215000000
180,Orme Triangle,G,F,6,Orme Circle at Elkmont Dr. NE,0.03951817638,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.040,,1719.93086000000
181,Beverly-Montgomery Ferry Triangle,G,E,6,Beverly Rd./Montgomery Ferry Dr. NE,0.02169505595,30309,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.022,,944.23738000000
182,Beverly-Polo Triangle,G,E,6,Beverly Rd./Polo Dr. NE,0.02286570555,30309,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.023,,995.19288000000
183,Beverly-Avery Triangle,G,E,6,Beverly Rd./Avery Dr. NE,0.04409906199,30309,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.044,,1919.32230000000
184,Beverly-Avery Circle,G,E,6,Beverly Rd./Avery Cir. NE,0.03481398563,30309,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.035,,1515.20539000000
185,Maddox-Avery Triangle,G,E,6,Maddox Dr./Avery Dr. NE,0.04822110567,30309,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.048,,2098.70678000000
186,Montgomery Ferry/Golf Cir. Triangle,G,E,6,Montgomery Ferry Rd./Golf Cir. NE,0.02490262126,30309,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.025,,1083.83842000000
187,Zimmer Drive Circle,G,F,6,Zimmer Dr. off N. Highland Ave. NE,0.03758677413,30306,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.038,,1635.82874000000
