"OBJECTID,N,10,0","NAME,C,50","CLASS,C,4","NPU1,C,4","DISTRICT,C,8","ADDRESS,C,50","GIS_AC,N,19,11","ZIP,C,5","X_TRLPAV,N,4,0","X_TRLNPAV,N,4,0","PAVILIONS,N,11,0","PLAYGROUND,N,12,0","PIC_SHEL,N,9,0","GAZEBO,N,9,0","PICNICTABL,N,9,0","PARKGRILL1,N,12,0","RESTROOMS,C,11","PV_PRKSPAC,C,14","BALLFIELDS,N,9,0","SOCCER,C,13","TENNIS,N,9,0","TRL_NUM,C,9","TRL_LEN,C,9","BBALL,N,9,0","VOLLEYBALL,N,9,0","POOL,C,9","GYM,C,9","RECCEN,N,18,0","COVBB,N,4,0","DOGPARK,N,4,0","TRACK,N,4,0","NAT,N,4,0","GOLF,N,4,0","AREA_FIN,N,19,3","RECCTRNM,C,254","SHAPE_AREA,N,19,11"
317,Pelham Road Park,G,F,6,E. Pelham Rd./Piedmont Rd. NE,0.08582152502,30324,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.086,,3735.16821000000
318,Piedmont Heights Park,G,F,6,Montgomery Ferry Rd. at Pelham Rd.,0.03440465850,30324,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.034,,1497.38285000000
319,Piedmont Road Triangle,G,B,7,Piedmont Rd./Elliott Circle NE,0.01342558880,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.013,,584.31735000000
320,Pinetree and Brentwood Park,G,B,7,Pinetree Dr. at Brentwood Dr. NE,0.07557205436,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.076,,3289.11461000000
321,Prairie View Beauty Spot,G,I,10,Willis Mill Rd. south of MLK,0.02954606384,30311,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.030,,1286.07366000000
322,Rumson and Pinetree Park,G,B,7,Rumson Rd. NE at Pinetree Dr.,0.00875608600,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.009,,381.09156000000
323,South Evelyn Place Park,G,J,3,S. Evelyn Place NW/Bankhead Hwy.,1.00811596907,30318,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,1.008,,43879.84784000000
324,South Gordon Triangle,G,T,10,S. Gordon St. at R.D. Abernathy Blvd. SW,0.01199904086,30310,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.012,,522.27153000000
325,Welch Street Park,G,V,4,794 Welch St. SE,0.17838884989,30310,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.178,,7764.27787000000
326,Willard and Gordon Park,G,T,10,Willard Ave. at S. Gordon St. SW,0.07152481696,30310,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.072,,3113.19775000000
327,Gun Club Park,CN,G,9,1137 Gun Club Road,44.10000000000,,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,28.930,,1816996.35109000000
328,Adams Park,R,R,11,2300 Wilson Drive SW,158.43000000000,30311,0,0,0,0,0,0,0,0,,,0,,4,,,0,0,1,,1,0,0,0,0,1,158.440,Adams Park,6956492.34051000000
330,Rockdale Park,NP,G,9,Habershal Dr & Johnson Rd,18.00000000000,30318,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,18.330,,784981.74034000000
331,Emma Millican Park,N,X, 12,Deckner Avenue & Clinton Pl SW,9.73000000000,30310,0,0,0,1,1,0,0,1,0,0,0,,0,,,0,0,,,0,0,0,0,0,0,10.365,,467267.95491000000
332,Benoit,B,"V,S",12,Catherine St & Allene Ave,0.00000000000,30310,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,1.090,,43332.64663000000
333,Ben Hill Park,C, P,11,2404 Fairburn Rd SW,18.95000000000,30331,0,0,0,1,1,0,1,1,,,3,,2,,,1,0,,1,1,1,0,0,0,0,21.970,Ben Hill,997437.37471000000
334,Mantissa Road,B, D,9,Mantissa Street & Cambria Ave,0.00000000000,30318,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,1.870,,111105.17389000000
335,Verbena Street Playlot,B, J,3,120 Hyacinth Ave NW & 2185 Verbena St NW,0.68668700000,30314,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,,,0,0,0,0,0,0,0.687,,29889.70428000000
336,Shirley Place Park,G,J,3,60 Shirley Place,1.63000000000,,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,5.660,,195247.89077000000
337,Arlington Circle Beauty Spot,G,J,9,Arlington Circle & South Eugenia Place,0.00000000000,30318,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.860,,37279.00207000000
338,Tanyard Creek Park,N,C, 8,"Collier Road and Wlathall Dr., NW",15.60000000000,30318,0,0,0,1,0,0,3,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,14.500,,693591.16562000000
339,Blue Heron Nature Preserve,NP,G,7,Pinecrest Rd & Rickenbacker Dr,0.00000000000,30342,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,9.550,,466984.03035000000
340,Atlanta Memorial Park,R,C,8,384 Woodward Way NW,191.00000000000,30327,1,1,0,0,0,0,0,0,,,0,,23,,,0,0,,,0,0,0,0,0,1,193.800,,8317247.64989000000
341,Harold Avenue Place,G,N,5,595 Harold Avenue,0.00000000000,30307,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,0.520,,22795.68573000000
342,Morningside Recreation Center,C,F,6,"1053 Rocksprings Road, NE",2.93000000000,,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,1,0,0,0,0,0,2.930,Morningside,213028.81209000000
343,Four Corners Park,N, V,1,1040 Crew Street SE,4.80000000000,,0,0,0,1,0,0,0,0,,,0,,0,,,0,0,,,1,0,0,0,0,0,4.800,Four Corners,210116.05728000000
344,Memorial Drive Greenway,G,W,5,234 Memorial Drive SE,0.00000000000,,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,1.660,,196947.89356000000
345,Chosewood Park,N,Y,1,401 Nolan Street SE,9.12000000000,30315,0,0,0,1,0,0,1,4,,,1,,1,,,0,0,,,0,0,0,0,0,0,15.320,,710937.95318000000
162,Charles Loudermilk Park,G,B,7,Peachtree Rd. at Roswell Rd. NW,0.52408136982,30305,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,0.524,,22809.75811000000
353,Little Nancy Creek Park,NP,B,7,3984 Peachtree Dunwoody Road,4.96000000000,,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,4.960,,202154.61438000000
673,Westside Park,R,J,9,1090 Lois Street,0.00000000000,,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,54.410,,469891.15317000000
993,Coventry Station CE,NP,R,11,Greenbriar Parkway,0.00000000000,,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,28.320,,702044.89618000000
994,Whetstone Creek Park,NP,D,9,2329 Adams Drive,0.00000000000,,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,2.330,,76893.25130000000
1635,Drake Park,G,I,9,Waterford Road,0.00000000000,,0,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,5.270,,213327.02667000000
1634,Howard Park,N,C,8,471 Collier Drive NE,0.00000000000,30318,0,0,1,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,5.520,,222150.92293000000
1953,North Camp Creek Parkway NP,NP,P,11,3380 Stone Rd SW,59.40000000000,30331,1,0,0,0,0,0,0,0,,,0,,0,,,0,0,,,0,0,0,0,0,0,66.300,,3186670.93442000000
